Organism Type,Bacteria Gram Stain,Species Code,Species Full Name,Reported Name ,CLSI Breakpoint Group,Other Group,CLSI Breakpoint Group Document,,,Pooled Name,Weighted Average Rule KEY,Reporting Rules,Weighted Average Rules
Bacteria,Positive,lacmin,Lactobacillus minutus,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacori,Lactobacillus oris,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacpar,Lactobacillus parabuchneri,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacpcs,Lactobacillus paracasei,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacpap,Lactobacillus paraplantarum,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacpen,Lactobacillus pentosus,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacplm,Lactobacillus plantarum,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacreu,Lactobacillus reuteri,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacrha,Lactobacillus rhamnosus,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacsae,Lactobacillus sakei,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacsal,Lactobacillus salivarius,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacspe,Lactobacillus species,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacgar,Lactococcus garvieae,Lactococcus spp.,,,,,,,,,
Bacteria,Positive,laclac,Lactococcus lactis,Lactococcus spp.,,,,,,,,,
Bacteria,Positive,laclsc,Lactococcus lactis ssp cremoris,Lactococcus spp.,,,,,,,,,
Bacteria,Positive,laclsl,Lactococcus lactis ssp lactis,Lactococcus spp.,,,,,,,,,
Bacteria,Positive,lacraf,Lactococcus raffinolactis,Lactococcus spp.,,,,,,,,,
Bacteria,Positive,lacspp,Lactococcus species,Lactococcus spp.,,,,,,,,,
Virus,,77las,Lassa virus,,,,,,,,,,
Bacteria,Negative,lecade,Leclercia adecarboxylata,Leclercia adecarboxylata,Enterobacterales,,M100,,,,,,
Filamentous Fungi,,lechof,Lecythophora hoffmannii,,,,,,,,,,
Filamentous Fungi,,lecmut,Lecythophora mutabilis,,,,,,,,,,
Bacteria,Negative,legani,Legionella anisa,Legionella spp.,,,,,,,,,
Bacteria,Negative,legbir,Legionella birminghamensis,Legionella spp.,,,,,,,,,
Bacteria,Negative,legboz,Legionella bozemanii,Legionella spp.,,,,,,,,,
Bacteria,Negative,legbru,Legionella brunensis,Legionella spp.,,,,,,,,,
Bacteria,Negative,legche,Legionella cherrii,Legionella spp.,,,,,,,,,
Bacteria,Negative,legcin,Legionella cincinnatiensis,Legionella spp.,,,,,,,,,
Bacteria,Negative,legdum,Legionella dumoffii,Legionella spp.,,,,,,,,,
Bacteria,Negative,legery,Legionella erythra,Legionella spp.,,,,,,,,,
Bacteria,Negative,legfee,Legionella feeleii,Legionella spp.,,,,,,,,,
Bacteria,Negative,leggor,Legionella gormanii,Legionella spp.,,,,,,,,,
Bacteria,Negative,leghac,Legionella hackeliae,Legionella spp.,,,,,,,,,
Bacteria,Negative,legisr,Legionella israelensis,Legionella spp.,,,,,,,,,
Bacteria,Negative,legjam,Legionella jamestowniensis,Legionella spp.,,,,,,,,,
Bacteria,Negative,legjor,Legionella jordanis,Legionella spp.,,,,,,,,,
Bacteria,Negative,leglon,Legionella longbeachae,Legionella spp.,,,,,,,,,
Bacteria,Negative,legmac,Legionella maceachernii,Legionella spp.,,,,,,,,,
Bacteria,Negative,legmic,Legionella micdadei,Legionella spp.,,,,,,,,,
Bacteria,Negative,legmor,Legionella moravica,Legionella spp.,,,,,,,,,
Bacteria,Negative,legoak,Legionella oakridgensis,Legionella spp.,,,,,,,,,
Bacteria,Negative,legpar,Legionella parisiensis,Legionella spp.,,,,,,,,,
Bacteria,Negative,legpne,Legionella pneumophila,Legionella spp.,,,,,,,,,
Bacteria,Negative,legqui,Legionella quinlivanii,Legionella spp.,,,,,,,,,
Bacteria,Negative,legrub,Legionella rubrilucens,Legionella spp.,,,,,,,,,
Bacteria,Negative,legsai,Legionella sainthelensi,Legionella spp.,,,,,,,,,
Bacteria,Negative,legsan,Legionella santicrusis,Legionella spp.,,,,,,,,,
Bacteria,Negative,legspe,Legionella species,Legionella spp.,,,,,,,,,
Bacteria,Negative,legspi,Legionella spiritensis,Legionella spp.,,,,,,,,,
Bacteria,Negative,legste,Legionella steigerwaltii,Legionella spp.,,,,,,,,,
Bacteria,Negative,legtuc,Legionella tusconensis,Legionella spp.,,,,,,,,,
Bacteria,Negative,legwad,Legionella wadsworthii,Legionella spp.,,,,,,,,,
Bacteria,Positive,leiaqu,Leifsonia aquatica,Leifsonia aquatica,Coryneform Bacteria,,M45,,,,,,
Parasite,,leispp,Leishmania species,,,,,,,,,,
Bacteria,Negative,lepbuc,Leptotrichia buccalis,Leptotrichia spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,leptre,Leptotrichia trevisanii,Leptotrichia spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Positive,leucit,Leuconostoc citreum,Leuconostoc spp.,Leuconostoc,,M45,,,,,,
Bacteria,Positive,leulac,Leuconostoc lactis,Leuconostoc spp.,Leuconostoc,,M45,,,,,,
Bacteria,Positive,leumes,Leuconostoc mesenteroides,Leuconostoc spp.,Leuconostoc,,M45,,,,,,
Bacteria,Positive,leupse,Leuconostoc pseudomesenteroides,Leuconostoc spp.,Leuconostoc,,M45,,,,,,
Bacteria,Positive,leuspp,Leuconostoc species,Leuconostoc spp.,Leuconostoc,,M45,,,,,,
Bacteria,Positive,lisgra,Listeria grayi,Listeria spp.,,,,,,,,,
Bacteria,Positive,lisinn,Listeria innocua,Listeria spp.,,,,,,,,,
Bacteria,Positive,lisisi,Listeria ivanovii ssp ivanovii,Listeria spp.,,,,,,,,,
Bacteria,Positive,lisisl,Listeria ivanovii ssp londoniensis,Listeria spp.,,,,,,,,,
Bacteria,Positive,lismoc,Listeria monocytogenes,Listeria monocytogenes,Listeria,,M45,,,,,,
Bacteria,Positive,lissee,Listeria seeligeri,Listeria spp.,,,,,,,,,
Bacteria,Positive,lismon,Listeria species,Listeria spp.,,,,,,,,,
Bacteria,Positive,liswel,Listeria welshimeri,Listeria spp.,,,,,,,,,
Helminth,,loaloa,Loa loa,,,,,,,,,,
Bacteria,Negative,lysspp,Lysobacter species,Lysobacter species,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Positive,macspp,Macrococcus species,Macrococcus spp.,,,,,,,,,
Filamentous Fungi,,madgri,Madurella grisea,,,,,,,,,,
Filamentous Fungi,,madmyc,Madurella mycetomatis,,,,,,,,,,
Filamentous Fungi,,malfur,Malassezia furfur,,,,,,,,,,
Filamentous Fungi,,malglo,Malassezia globosa,,,,,,,,,,
Filamentous Fungi,,malpac,Malassezia pachydermatis,,,,,,,,,,
Filamentous Fungi,,malspe,Malassezia species,,,,,,,,,,
Bacteria,Negative,pashae,Mannheimia haemolytica (formerly Pasteurella haemolytica),Pasteurella spp.,,,,,,,,,
Helminth,,manozz,Mansonella ozzardi,,,,,,,,,,
Helminth,,manper,Mansonella perstans,,,,,,,,,,
Helminth,,manstr,Mansonella streptocerca,,,,,,,,,,
Virus,,77mar,Marburg virus,,,,,,,,,,
Virus,,51mea,Measles virus,,,,,,,,,,
Bacteria,Negative,megspe,Megasphaera species,Megasphaera spp.,Anaerobes,,M100,,,,,,
Helminth,,metyok,Metagonimus yokogawai,,,,,,,,,,
Virus,,22meta,Metapneumovirus,,,,,,,,,,
Virus,,25mpvA,Metapneumovirus A,,,,,,,,,,
Virus,,25mpvB,Metapneumovirus B,,,,,,,,,,
Bacteria,Positive,testiso,Methicillin resist. Staph. aureus (MRSA),Methicillin-resistant Staphylococcus aureus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,staamr,Methicillin resist. Staph. aureus (MRSA),Methicillin-resistant Staphylococcus aureus,Staphylococcus,,M100,,,,,,
Bacteria,Negative,metfuj,Methylobacterium fujisawaense,Methylobacterium spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,metmes,Methylobacterium mesophilicum,Methylobacterium spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,metrad,Methylobacterium radiotolerans,Methylobacterium spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,metspe,Methylobacterium species,Methylobacterium spp.,Other Non-Enterobacterales,,M100,,,,,,
Helminth,,metcon,Metorchis conjunctus,,,,,,,,,,
Bacteria,Positive,micaer,Microaerophilic Streptococcus,,,,,,,,,,
Bacteria,Positive,micfla,Microbacterium flavescens,Microbacterium spp.,,,,,,,,,
Bacteria,Positive,micarb,Microbacterium arborescens,Microbacterium spp.,,,,,,,,,
Bacteria,Positive,micaur,Microbacterium aurum,Microbacterium spp.,,,,,,,,,
Bacteria,Positive,miclac,Microbacterium lacticum,Microbacterium spp.,,,,,,,,,
Bacteria,Positive,micliq,Microbacterium liquefaciens,Microbacterium spp.,,,,,,,,,
Bacteria,Positive,micoxy,Microbacterium oxydans,Microbacterium spp.,,,,,,,,,
Bacteria,Positive,micpar,Microbacterium paraoxydans,Microbacterium spp.,,,,,,,,,
Bacteria,Positive,micres,Microbacterium resistens,Microbacterium spp.,,,,,,,,,
Bacteria,Positive,micbac,Microbacterium species,Microbacterium spp.,,,,,,,,,
Bacteria,Positive,mictes,Microbacterium testaceum,Microbacterium spp.,,,,,,,,,
Bacteria,Positive,micll,Micrococcus luteus/lylae,Micrococcus spp.,Micrococcus,,M45,,,,,,
Bacteria,Positive,micspp,Micrococcus species,Micrococcus spp.,Micrococcus,,M45,,,,,,
Helminth,,micspe,Microfilaria species,,,,,,,,,,
Parasite,,mirspp,Microsporidium species,,,,,,,,,,
Filamentous Fungi,,micaud,Microsporum audouinii,,,,,,,,,,
Filamentous Fungi,,miccan,Microsporum canis,,,,,,,,,,
Filamentous Fungi,,micfer,Microsporum ferrugineum,,,,,,,,,,
Filamentous Fungi,,micgyp,Microsporum gypseum,,,,,,,,,,
Filamentous Fungi,,mycgyc,Microsporum gypseum complex,,,,,,,,,,
Filamentous Fungi,,micnan,Microsporum nanum,,,,,,,,,,
Filamentous Fungi,,micrsp,Microsporum species,,,,,,,,,,
Filamentous Fungi,,picfar,Millerozyma farinosa,,,,,,,,,,
Bacteria,Negative,mobcur,Mobiluncus curtisii,Mobiluncas spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,mobmul,Mobiluncus mulieris,Mobiluncas spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,moewis,Moellerella wisconsensis,Moellerella wisconsensis,Enterobacterales,,M100,,,,,,
Virus,,75monkp,Monkeypox virus,,,,,,,,,,
Bacteria,Negative,mrxatl,Moraxella atlantae,Moraxella spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,moratl,Moraxella atlantae,Moraxella spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,morcat,Moraxella catarrhalis,Moraxella catarrhalis,Moraxella catarrhalis,,M45,,,,,,
Bacteria,Negative,mocbln,Moraxella catarrhalis beta lactamase negative,Moraxella catarrhalis,Moraxella catarrhalis,,M45,,,,,,
Bacteria,Negative,mocblp,Moraxella catarrhalis beta lactamase positive,Moraxella catarrhalis,Moraxella catarrhalis,,M45,,,,,,
Bacteria,Negative,mrxlau,Moraxella lacunata,Moraxella spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,morlin,Moraxella lincolnii,Moraxella spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,mornon,Moraxella nonliquefaciens,Moraxella spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,mrxnon,Moraxella nonliquefaciens,Moraxella spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,mrxoso,Moraxella osloensis,Moraxella spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,mrxphe,Moraxella phenylpyruvica,Moraxella spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,yrxlac,Moraxella species,Moraxella spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,morspe,Moraxella species,Moraxella spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,mormor,Morganella morganii,Morganella morganii,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,mormom,Morganella morganii ssp morganii,Morganella morganii,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,morsib,Morganella morganii ssp sibonii,Morganella morganii,Enterobacterales,SPICE,M100,,,,,,
Filamentous Fungi,,mould,Mould,,,,,,,,,,
Filamentous Fungi,,mucspp,Mucor species,,,,,,,,,,
Virus,,53mum,Mumps virus,,,,,,,,,,
Bacteria,Positive,mycabs,Mycobacterium abscessus,Mycobacterium abscessus,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycasa,Mycobacterium abscessus ssp. abscessus,Mycobacterium abscessus,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycafr,Mycobacterium africanum,Mycobacterium africanum,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycasi,Mycobacterium asiaticum,Mycobacterium asiaticum,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycavu,Mycobacterium avium,Mycobacterium avium,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycavi,Mycobacterium avium complex,Mycobacterium avium complex,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycavs,Mycobacterium avium intracellulare scrofulaceum complex,Mycobacterium avium intracellulare scrofulaceum complex,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycbov,Mycobacterium bovis,Mycobacterium bovis,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,myccan,Mycobacterium canetti,Mycobacterium canetti,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,myccel,Mycobacterium celatum,Mycobacterium celatum,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycche,Mycobacterium chelonae,Mycobacterium chelonae,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycchg,Mycobacterium chelonae-M. abscessus group,Mycobacterium chelonae,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycchi,Mycobacterium chimaera,Mycobacterium chimaera,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,myccol,Mycobacterium colombiense,Mycobacterium colombiense,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycfal,Mycobacterium fallax,Mycobacterium fallax,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycfla,Mycobacterium flavescens,Mycobacterium flavescens,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycfor,Mycobacterium fortuitum,Mycobacterium fortuitum,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycfog,Mycobacterium fortuitum peregrinum,Mycobacterium fortuitum,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycgas,Mycobacterium gastri,Mycobacterium gastri,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycgen,Mycobacterium genavense,Mycobacterium genavense,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycgoo,Mycobacterium goodii,Mycobacterium goodii,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycgor,Mycobacterium gordonae,Mycobacterium gordonae,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mychem,Mycobacterium haemophilum,Mycobacterium haemophilum,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycint,Mycobacterium intracellulare,Mycobacterium intracellulare,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,myckan,Mycobacterium kansasii,Mycobacterium kansasii,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,myclen,Mycobacterium lentiflavum,Mycobacterium lentiflavum,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,myclep,Mycobacterium leprae,Mycobacterium leprae,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycmag,Mycobacterium mageritense,Mycobacterium mageritense,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycmal,Mycobacterium malmoense,Mycobacterium malmoense,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycmar,Mycobacterium marinum,Mycobacterium marinum,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycmic,Mycobacterium microti,Mycobacterium microti,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycmuc,Mycobacterium mucogenicum,Mycobacterium mucogenicum,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycnon,Mycobacterium nonchromogenicum,Mycobacterium nonchromogenicum,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycpar,Mycobacterium paragordonae,Mycobacterium paragordonae,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycper,Mycobacterium peregrinum,Mycobacterium peregrinum,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycphl,Mycobacterium phlei,Mycobacterium phlei,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycrmt,Mycobacterium resembling M.tuberculosis,Mycobacterium resembling M.tuberculosis,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycomt,Mycobacterium resembling other than M.tuberculosis,Mycobacterium resembling other than M.tuberculosis,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycsas,Mycobacterium saskatchewanense,Mycobacterium saskatchewanense,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycscr,Mycobacterium scrofulaceum,Mycobacterium scrofulaceum,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycsen,Mycobacterium senegalense,Mycobacterium senegalense,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycshi,Mycobacterium shimoidei,Mycobacterium shimoidei,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycsim,Mycobacterium simiae,Mycobacterium simiae,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycsme,Mycobacterium smegmatis,Mycobacterium smegmatis,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycspp,Mycobacterium species,Mycobacterium species,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mypspp,Mycobacterium species Not M. tuberculosis,Mycobacterium spp. not tuberculosis,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycmot,Mycobacterium szulgai,Mycobacterium szulgai,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycszu,Mycobacterium terrae,Mycobacterium terrae,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycter,Mycobacterium thermoresistible,Mycobacterium thermoresistible,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycthe,Mycobacterium triplex,Mycobacterium triplex,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,myctrp,Mycobacterium triviale,Mycobacterium triviale,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,myctri,Mycobacterium tuberculosis,Mycobacterium tuberculosis complex,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mtb,Mycobacterium tuberculosis complex,Mycobacterium tuberculosis complex,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,myctbc,Mycobacterium tuberculosis complex,Mycobacterium tuberculosis complex,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,myculc,Mycobacterium ulcerans,Mycobacterium ulcerans,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycvac,Mycobacterium vaccae,Mycobacterium vaccae,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycxen,Mycobacterium xenopi,Mycobacterium xenopi,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,mycxece,Mycobacterium xenopi/Mycobacterium celatum group,Mycobacterium xenopi/Mycobacterium celatum group,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,N/A,mycolgc,Mycoplasma (large colony),Mycoplasma (large colony),,,,,,,,,
Bacteria,N/A,mycbos,Mycoplasma bovis,Mycoplasma bovis,,,,,,,,,
Bacteria,N/A,mychom,Mycoplasma hominis,Mycoplasma hominis,,,,,,,,,
Bacteria,N/A,mychyo,Mycoplasma hyorhinis,Mycoplasma hyorhinis,,,,,,,,,
Bacteria,N/A,myppne,Mycoplasma pneumoniae,Mycoplasma pneumoniae,,,,,,,,,
Bacteria,Negative,myrodo,Myroides odoratus,Myroides spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,myrspp,Myroides species,Myroides spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,flaspe,Myroides species (formerly Flavobacterium sp.),Myroides spp.,Other Non-Enterobacterales,,M100,,,,,,
Helminth,,necame,Necator americanus,,,,,,,,,,
Bacteria,Negative,neiani,Neisseria animaloris,Neisseria spp.,,,,,,,,,
Bacteria,Negative,neicin,Neisseria cinerea,Neisseria spp.,,,,,,,,,
Bacteria,Negative,neielo,Neisseria elongata,Neisseria spp.,,,,,,,,,
Bacteria,Negative,neifla,Neisseria flavescens,Neisseria spp.,,,,,,,,,
Bacteria,Negative,neigon,Neisseria gonorrhoeae,Neisseria gonorrhoeae,Neisseria gonorrhoeae,,M100,,,,,,
Bacteria,Negative,neilac,Neisseria lactamica,Neisseria spp.,,,,,,,,,
Bacteria,Negative,neimen,Neisseria meningitidis,Neisseria meningitidis,Neisseria meningitidis,,M100,,,,,,
Bacteria,Negative,neimuc,Neisseria mucosa,Neisseria spp.,,,,,,,,,
Bacteria,Negative,neisic,Neisseria sicca,Neisseria spp.,,,,,,,,,
Bacteria,Negative,neispe,Neisseria species,Neisseria spp.,,,,,,,,,
Bacteria,Negative,neingm,Neisseria species (not N. gonorrhoeae or N. meningitidis),Neisseria spp.,,,,,,,,,
Bacteria,Negative,neinps,"Neisseria species, nonpathogenic",Neisseria spp.,,,,,,,,,
Bacteria,Negative,neisub,Neisseria subflava,Neisseria spp.,,,,,,,,,
Bacteria,Negative,cdcm5,Neisseria weaveri,Neisseria spp.,,,,,,,,,
Bacteria,Negative,neizoo,Neisseria zoodegmatis,Neisseria spp.,,,,,,,,,
Helminth,,nemspp,Nematode species,,,,,,,,,,
Bacteria,Negative,neosen,Neorickettsia sennetsu,Neorickettsia sennetsu,Other Non-Enterobacterales,,M100,,,,,,
Filamentous Fungi,,neohir,Neosartorya kiratsukae,,,,,,,,,,
Filamentous Fungi,,neospp,Neosartorya species,,,,,,,,,,
Filamentous Fungi,,nigspe,Nigrospora species,,,,,,,,,,
,,ng,No growth,,,,,,,,,,
Bacteria,Positive,nocabs,Nocardia abscessus,Nocardia abscessus,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,nocast,Nocardia asteroides,Nocardia asteroides,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,noccyr,Nocardia cyriacigeorgica,Nocardia cyriacigeorgica,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,nocfar,Nocardia farcinica,Nocardia farcinica,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,nocniw,Nocardia niwae,Nocardia niwae,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,nocnov,Nocardia nova,Nocardia nova,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,nocoti,Nocardia otitidiscaviarum,Nocardia otitidiscaviarum,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,nocspe,Nocardia species,Nocardia species,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,noctra,Nocardia transvalensis,Nocardia transvalensis,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Bacteria,Positive,nspgpb,Non spore forming gram positive bacillus,,,,,,,,,,
Protozoa,,nonppp,Non-pathogenic protozoa present,,,,,,,,,,
Bacteria,Negative,unoasa,Nonfermenting Gram-Negative Bacillus(asaccharolytic),,,,,,,,,,
Bacteria,Negative,unosac,Nonfermenting Gram-Negative Bacillus(saccharolytic),,,,,,,,,,
Virus,,73norvi,Norovirus,,,,,,,,,,
Virus,,72norov,Norovirus-like,,,,,,,,,,
Virus,,72norli,Norwalk-like virus,,,,,,,,,,
Bacteria,Positive,strnvr,Nutritionally variant streptococci,Nutritionally variant streptococci,Abiotrophia and Granulicatella,,M45,,,,,,
Bacteria,Positive,nutvst,Nutritionally Variant Streptococcus,Nutritionally variant streptococci,Abiotrophia and Granulicatella,,M45,,,,,,
Bacteria,Negative,achspv,Ochrobactrum anthropi,Ochrobactrum spp.,Other Non-Enterobacterales,,M100,,,,,,
